n_factors,n_coincide,mean_rel_symdiff,instance
20,15,0.001100909883260052,grid_S
20,12,0.0016552269016773557,grid_M
20,15,0.00022518520224406718,grid_L
20,13,0.00205933801438631,grid_XL
